seed_percent,replication,num_seeds_used,num_seeds_found,expand_window,reached_in_window,reached_proportion
0.15000000000000002,20,1746,36,1,169,0.03351844506148354
0.15000000000000002,20,1746,36,2,186,0.036890122967076555
0.15000000000000002,20,1746,36,3,191,0.0378817929393098
0.15000000000000002,20,1746,36,5,197,0.039071796905989685
0.15000000000000002,20,1746,36,9,200,0.039666798889329634
0.15000000000000002,20,1746,36,15,200,0.039666798889329634
0.15000000000000002,20,1746,36,25,200,0.039666798889329634
0.15000000000000002,21,1746,72,0,274,0.054343514478381594
0.15000000000000002,21,1746,72,1,425,0.08429194763982546
0.15000000000000002,21,1746,72,2,506,0.10035700119000397
0.15000000000000002,21,1746,72,3,531,0.10531535105117017
0.15000000000000002,21,1746,72,5,574,0.11384371281237604
0.15000000000000002,21,1746,72,9,585,0.11602538675128918
0.15000000000000002,21,1746,72,15,586,0.11622372074573582
0.15000000000000002,21,1746,72,25,587,0.11642205474018247
0.15000000000000002,22,1746,64,0,223,0.04422848076160254
0.15000000000000002,22,1746,64,1,288,0.057120190400634666
0.15000000000000002,22,1746,64,2,294,0.058310194367314556
0.15000000000000002,22,1746,64,3,315,0.06247520825069417
0.15000000000000002,22,1746,64,5,372,0.07378024593415311
0.15000000000000002,22,1746,64,9,454,0.09004363347877826
0.15000000000000002,22,1746,64,15,455,0.09024196747322491
0.15000000000000002,22,1746,64,25,455,0.09024196747322491
0.15000000000000002,23,1746,62,0,176,0.03490678302261008
0.15000000000000002,23,1746,62,1,218,0.0432368107893693
0.15000000000000002,23,1746,62,2,227,0.04502181673938913
0.15000000000000002,23,1746,62,3,235,0.04660848869496231
0.15000000000000002,23,1746,62,5,246,0.04879016263387544
0.15000000000000002,23,1746,62,9,258,0.051170170567235225
0.15000000000000002,23,1746,62,15,259,0.05136850456168187
0.15000000000000002,23,1746,62,25,260,0.05156683855612852
0.15000000000000002,24,1746,41,0,134,0.02657675525585085
0.15000000000000002,24,1746,41,1,171,0.03391511305037683
0.15000000000000002,24,1746,41,2,197,0.039071796905989685
0.15000000000000002,24,1746,41,3,203,0.040261800872669576
0.15000000000000002,24,1746,41,5,217,0.04303847679492265
0.15000000000000002,24,1746,41,9,217,0.04303847679492265
0.15000000000000002,24,1746,41,15,217,0.04303847679492265
0.15000000000000002,24,1746,41,25,217,0.04303847679492265
0.15000000000000002,25,1746,36,0,134,0.02657675525585085
0.15000000000000002,25,1746,36,1,171,0.03391511305037683
0.15000000000000002,25,1746,36,2,194,0.03847679492264974
0.15000000000000002,25,1746,36,3,210,0.04165013883379611
0.15000000000000002,25,1746,36,5,271,0.05374851249504165
0.15000000000000002,25,1746,36,9,276,0.05474018246727489
0.15000000000000002,25,1746,36,15,282,0.05593018643395478
0.15000000000000002,25,1746,36,25,283,0.05612852042840143
0.2,1,2328,94,0,469,0.09301864339547798
0.2,1,2328,94,1,623,0.1235620785402618
0.2,1,2328,94,2,657,0.13030543435144784
0.2,1,2328,94,3,679,0.1346687822292741
0.2,1,2328,94,5,714,0.1416104720349068
0.2,1,2328,94,9,715,0.14180880602935342
0.2,1,2328,94,15,717,0.14220547401824674
0.2,1,2328,94,25,718,0.14240380801269337
0.2,2,2328,61,0,217,0.04303847679492265
0.2,2,2328,61,1,260,0.05156683855612852
0.2,2,2328,61,2,283,0.05612852042840143
0.2,2,2328,61,3,305,0.060491868306227686
0.2,2,2328,61,5,380,0.0753669178897263
0.2,2,2328,61,9,460,0.09123363744545815
0.2,2,2328,61,15,460,0.09123363744545815
0.2,2,2328,61,25,460,0.09123363744545815
0.2,3,2328,70,0,233,0.04621182070606902
0.2,3,2328,70,1,331,0.06564855216184054
0.2,3,2328,70,2,361,0.07159857199523999
0.2,3,2328,70,3,373,0.07397857992859976
0.2,3,2328,70,5,412,0.08171360571201904
0.2,3,2328,70,9,420,0.08330027766759222
0.2,3,2328,70,15,420,0.08330027766759222
0.2,3,2328,70,25,420,0.08330027766759222
0.2,4,2328,100,0,429,0.08508528361761206
0.2,4,2328,100,1,531,0.10531535105117017
0.2,4,2328,100,2,564,0.11186037286790956
0.2,4,2328,100,3,582,0.11543038476794923
0.2,4,2328,100,5,631,0.125148750495835
0.2,4,2328,100,9,642,0.12733042443474812
0.2,4,2328,100,15,648,0.128520428401428
0.2,4,2328,100,25,649,0.12871876239587465
0.2,5,2328,97,0,220,0.0436334787782626
0.2,5,2328,97,1,325,0.06445854819516066
0.2,5,2328,97,2,359,0.07120190400634668
0.2,5,2328,97,3,365,0.07239190797302658
0.2,5,2328,97,5,371,0.07358191193970647
0.2,5,2328,97,9,377,0.07477191590638635
0.2,5,2328,97,15,378,0.07497024990083301
0.2,5,2328,97,25,378,0.07497024990083301
0.2,6,2328,71,0,273,0.05414518048393495
0.2,6,2328,71,1,367,0.07278857596191987
0.2,6,2328,71,2,406,0.08052360174533915
0.2,6,2328,71,3,438,0.08687028956763189
0.2,6,2328,71,5,499,0.09896866322887743
0.2,6,2328,71,9,579,0.11483538278460928
0.2,6,2328,71,15,580,0.11503371677905593
0.2,6,2328,71,25,581,0.11523205077350258
0.2,7,2328,73,0,381,0.07556525188417294
0.2,7,2328,73,1,532,0.10551368504561681
0.2,7,2328,73,2,592,0.1174137247124157
0.2,7,2328,73,3,636,0.12614042046806823
0.2,7,2328,73,5,649,0.12871876239587465
0.2,7,2328,73,9,666,0.13209044030146766
0.2,7,2328,73,15,667,0.13228877429591432
0.2,7,2328,73,25,668,0.13248710829036098
0.2,8,2328,53,0,143,0.028361761205870688
0.2,8,2328,53,1,192,0.038080126933756446
0.2,8,2328,53,2,216,0.042840142800476
0.2,8,2328,53,3,229,0.04541848472828243
0.2,8,2328,53,5,235,0.04660848869496231
0.2,8,2328,53,9,237,0.04700515668385561
0.2,8,2328,53,15,238,0.04720349067830226
0.2,8,2328,53,25,238,0.04720349067830226
0.2,9,2328,96,0,347,0.06882189607298692
0.2,9,2328,96,1,469,0.09301864339547798
0.2,9,2328,96,2,507,0.10055533518445062
0.2,9,2328,96,3,531,0.10531535105117017
0.2,9,2328,96,5,570,0.11305037683458945
0.2,9,2328,96,9,578,0.11463704879016264
0.2,9,2328,96,15,585,0.11602538675128918
0.2,9,2328,96,25,586,0.11622372074573582
0.2,10,2328,103,0,396,0.07854026180087267
0.2,10,2328,103,1,532,0.10551368504561681
0.2,10,2328,103,2,585,0.11602538675128918
0.2,10,2328,103,3,602,0.11939706465688218
0.2,10,2328,103,5,649,0.12871876239587465
0.2,10,2328,103,9,659,0.13070210234034113
0.2,10,2328,103,15,659,0.13070210234034113
0.2,10,2328,103,25,659,0.13070210234034113
0.2,11,2328,90,0,395,0.07834192780642601
0.2,11,2328,90,1,563,0.11166203887346292
0.2,11,2328,90,2,619,0.1227687425624752
0.2,11,2328,90,3,634,0.12574375247917494
0.2,11,2328,90,5,684,0.13566045220150733
0.2,11,2328,90,9,693,0.13744545815152717
0.2,11,2328,90,15,693,0.13744545815152717
0.2,11,2328,90,25,693,0.13744545815152717
0.2,12,2328,98,0,246,0.04879016263387544
0.2,12,2328,98,1,321,0.06366521221737406
0.2,12,2328,98,2,362,0.07179690598968663
0.2,12,2328,98,3,381,0.07556525188417294
0.2,12,2328,98,5,386,0.07655692185640618
0.2,12,2328,98,9,391,0.07754859182863943
0.2,12,2328,98,15,392,0.07774692582308608
0.2,12,2328,98,25,392,0.07774692582308608
0.2,13,2328,55,0,192,0.038080126933756446
0.2,13,2328,55,1,308,0.061086870289567635
0.2,13,2328,55,2,355,0.07040856802856009
0.2,13,2328,55,3,379,0.07516858389527965
0.2,13,2328,55,5,419,0.08310194367314558
0.2,13,2328,55,9,422,0.08369694565648553
0.2,13,2328,55,15,422,0.08369694565648553
0.2,13,2328,55,25,422,0.08369694565648553
0.2,14,2328,37,0,127,0.025188417294724316
0.2,14,2328,37,1,180,0.03570011900039667
0.2,14,2328,37,2,197,0.039071796905989685
0.2,14,2328,37,3,217,0.04303847679492265
0.2,14,2328,37,5,277,0.054938516461721536
0.2,14,2328,37,9,279,0.05533518445061483
0.2,14,2328,37,15,279,0.05533518445061483
0.2,14,2328,37,25,279,0.05533518445061483
0.2,15,2328,91,0,231,0.045815152717175726
0.2,15,2328,91,1,287,0.05692185640618802
0.2,15,2328,91,2,310,0.061483538278460925
0.2,15,2328,91,3,326,0.0646568821896073
0.2,15,2328,91,5,385,0.07635858786195954
0.2,15,2328,91,9,387,0.07675525585085284
0.2,15,2328,91,15,387,0.07675525585085284
0.2,15,2328,91,25,387,0.07675525585085284
0.2,16,2328,157,0,452,0.08964696548988496
0.2,16,2328,157,1,602,0.11939706465688218
0.2,16,2328,157,2,656,0.13010710035700118
0.2,16,2328,157,3,701,0.13903213010710036
0.2,16,2328,157,5,729,0.1445854819516065
0.2,16,2328,157,9,743,0.1473621578738596
0.2,16,2328,157,15,744,0.14756049186830622
0.2,16,2328,157,25,745,0.14775882586275288
0.2,17,2328,120,0,310,0.061483538278460925
0.2,17,2328,120,1,438,0.08687028956763189
0.2,17,2328,120,2,507,0.10055533518445062
0.2,17,2328,120,3,540,0.10710035700119
0.2,17,2328,120,5,545,0.10809202697342324
0.2,17,2328,120,9,551,0.10928203094010314
0.2,17,2328,120,15,551,0.10928203094010314
0.2,17,2328,120,25,551,0.10928203094010314
0.2,18,2328,60,0,254,0.05037683458944863
0.2,18,2328,60,1,388,0.07695358984529949
0.2,18,2328,60,2,421,0.08349861166203887
0.2,18,2328,60,3,437,0.08667195557318524
0.2,18,2328,60,5,470,0.09321697738992463
0.2,18,2328,60,9,475,0.09420864736215788
0.2,18,2328,60,15,475,0.09420864736215788
0.2,18,2328,60,25,475,0.09420864736215788
0.2,19,2328,34,0,112,0.022213407378024592
0.2,19,2328,34,1,168,0.03332011106703689
0.2,19,2328,34,2,206,0.04085680285600952
0.2,19,2328,34,3,220,0.0436334787782626
0.2,19,2328,34,5,220,0.0436334787782626
0.2,19,2328,34,9,221,0.04383181277270924
0.2,19,2328,34,15,221,0.04383181277270924
0.2,19,2328,34,25,221,0.04383181277270924
0.2,20,2328,107,0,427,0.08468861562871877
0.2,20,2328,107,1,546,0.1082903609678699
0.2,20,2328,107,2,584,0.11582705275684252
0.2,20,2328,107,3,596,0.1182070606902023
0.2,20,2328,107,5,622,0.12336374454581515
0.2,20,2328,107,9,634,0.12574375247917494
0.2,20,2328,107,15,639,0.12673542245140818
0.2,20,2328,107,25,639,0.12673542245140818
0.2,21,2328,127,0,492,0.09758032526775089
0.2,21,2328,127,1,604,0.11979373264577549
0.2,21,2328,127,2,634,0.12574375247917494
0.2,21,2328,127,3,649,0.12871876239587465
0.2,21,2328,127,5,658,0.1305037683458945
0.2,21,2328,127,9,670,0.13288377627925427
0.2,21,2328,127,15,672,0.13328044426814756
0.2,21,2328,127,25,673,0.13347877826259422
0.2,22,2328,64,0,359,0.07120190400634668
0.2,22,2328,64,1,483,0.09579531931773105
0.2,22,2328,64,2,510,0.10115033716779057
0.2,22,2328,64,3,521,0.10333201110670369
0.2,22,2328,64,5,555,0.11007536691788973
0.2,22,2328,64,9,556,0.11027370091233638
0.2,22,2328,64,15,557,0.11047203490678302
0.2,22,2328,64,25,558,0.11067036890122967
0.2,23,2328,86,0,264,0.052360174533915116
0.2,23,2328,86,1,368,0.07298690995636652
0.2,23,2328,86,2,413,0.0819119397064657
0.2,23,2328,86,3,423,0.08389527965093217
0.2,23,2328,86,5,472,0.09361364537881793
0.2,23,2328,86,9,484,0.09599365331217771
0.2,23,2328,86,15,484,0.09599365331217771
0.2,23,2328,86,25,484,0.09599365331217771
0.2,24,2328,104,0,492,0.09758032526775089
0.2,24,2328,104,1,660,0.1309004363347878
0.2,24,2328,104,2,704,0.1396271320904403
0.2,24,2328,104,3,734,0.14557715192383974
0.2,24,2328,104,5,780,0.15470051566838555
0.2,24,2328,104,9,786,0.15589051963506545
0.2,24,2328,104,15,792,0.15708052360174535
0.2,24,2328,104,25,792,0.15708052360174535
0.2,25,2328,86,0,335,0.06644188813962713
0.2,25,2328,86,1,441,0.08746529155097184
0.2,25,2328,86,2,483,0.09579531931773105
0.2,25,2328,86,3,512,0.10154700515668386
0.2,25,2328,86,5,611,0.12118207060690202
0.2,25,2328,86,9,699,0.13863546211820707
0.2,25,2328,86,15,705,0.13982546608488694
0.2,25,2328,86,25,706,0.1400238000793336
0.25,1,2910,94,0,339,0.06723522411741373
0.25,1,2910,94,1,462,0.09163030543435145
0.25,1,2910,94,2,491,0.09738199127330424
0.25,1,2910,94,3,500,0.09916699722332407
0.25,1,2910,94,5,516,0.10234034113447045
0.25,1,2910,94,9,532,0.10551368504561681
0.25,1,2910,94,15,537,0.10650535501785006
0.25,1,2910,94,25,537,0.10650535501785006
0.25,2,2910,91,0,319,0.06326854422848076
0.25,2,2910,91,1,447,0.08865529551765172
0.25,2,2910,91,2,487,0.09658865529551765
0.25,2,2910,91,3,506,0.10035700119000397
0.25,2,2910,91,5,507,0.10055533518445062
0.25,2,2910,91,9,508,0.10075366917889726
0.25,2,2910,91,15,509,0.10095200317334391
0.25,2,2910,91,25,510,0.10115033716779057
0.25,3,2910,56,0,230,0.045616818722729074
0.25,3,2910,56,1,334,0.06624355414518049
0.25,3,2910,56,2,393,0.07794525981753272
0.25,3,2910,56,3,396,0.07854026180087267
0.25,3,2910,56,5,399,0.07913526378421261
0.25,3,2910,56,9,400,0.07933359777865927
0.25,3,2910,56,15,400,0.07933359777865927
0.25,3,2910,56,25,400,0.07933359777865927
0.25,4,2910,82,0,377,0.07477191590638635
0.25,4,2910,82,1,544,0.1078936929789766
0.25,4,2910,82,2,572,0.11344704482348275
0.25,4,2910,82,3,603,0.11959539865132884
0.25,4,2910,82,5,661,0.13109877032923442
0.25,4,2910,82,9,740,0.14676715589051964
0.25,4,2910,82,15,741,0.14696548988496627
0.25,4,2910,82,25,741,0.14696548988496627
0.25,5,2910,74,0,367,0.07278857596191987
0.25,5,2910,74,1,497,0.09857199523998414
0.25,5,2910,74,2,544,0.1078936929789766
0.25,5,2910,74,3,555,0.11007536691788973
0.25,5,2910,74,5,556,0.11027370091233638
0.25,5,2910,74,9,559,0.11086870289567632
0.25,5,2910,74,15,559,0.11086870289567632
0.25,5,2910,74,25,559,0.11086870289567632
0.25,6,2910,95,0,265,0.05255850852836176
0.25,6,2910,95,1,378,0.07497024990083301
0.25,6,2910,95,2,435,0.08627528758429195
0.25,6,2910,95,3,452,0.08964696548988496
0.25,6,2910,95,5,467,0.09262197540658469
0.25,6,2910,95,9,476,0.09440698135660452
0.25,6,2910,95,15,476,0.09440698135660452
0.25,6,2910,95,25,476,0.09440698135660452
0.25,7,2910,94,0,372,0.07378024593415311
0.25,7,2910,94,1,526,0.10432368107893693
0.25,7,2910,94,2,571,0.11324871082903609
0.25,7,2910,94,3,598,0.11860372867909559
0.25,7,2910,94,5,672,0.13328044426814756
0.25,7,2910,94,9,756,0.14994049980166602
0.25,7,2910,94,15,756,0.14994049980166602
0.25,7,2910,94,25,756,0.14994049980166602
0.25,8,2910,142,0,555,0.11007536691788973
0.25,8,2910,142,1,721,0.14299880999603332
0.25,8,2910,142,2,767,0.15212217374057913
0.25,8,2910,142,3,782,0.15509718365727887
0.25,8,2910,142,5,798,0.15827052756842522
0.25,8,2910,142,9,806,0.1598571995239984
0.25,8,2910,142,15,806,0.1598571995239984
0.25,8,2910,142,25,806,0.1598571995239984
0.25,9,2910,74,0,281,0.05573185243950813
0.25,9,2910,74,1,359,0.07120190400634668
0.25,9,2910,74,2,388,0.07695358984529949
0.25,9,2910,74,3,415,0.08230860769535898
0.25,9,2910,74,5,476,0.09440698135660452
0.25,9,2910,74,9,551,0.10928203094010314
0.25,9,2910,74,15,551,0.10928203094010314
0.25,9,2910,74,25,551,0.10928203094010314
0.25,10,2910,90,0,390,0.07735025783419278
0.25,10,2910,90,1,479,0.09500198333994446
0.25,10,2910,90,2,499,0.09896866322887743
0.25,10,2910,90,3,519,0.1029353431178104
0.25,10,2910,90,5,584,0.11582705275684252
0.25,10,2910,90,9,597,0.11840539468464895
0.25,10,2910,90,15,598,0.11860372867909559
0.25,10,2910,90,25,599,0.11880206267354225
0.25,11,2910,143,0,630,0.12495041650138834
0.25,11,2910,143,1,832,0.16501388337961126
0.25,11,2910,143,2,912,0.1808806029353431
0.25,11,2910,143,3,929,0.18425228084093614
0.25,11,2910,143,5,950,0.18841729472431576
0.25,11,2910,143,9,961,0.19059896866322887
0.25,11,2910,143,15,961,0.19059896866322887
0.25,11,2910,143,25,961,0.19059896866322887
0.25,12,2910,89,0,318,0.06307021023403411
0.25,12,2910,89,1,477,0.09460531535105117
0.25,12,2910,89,2,549,0.10888536295120983
0.25,12,2910,89,3,582,0.11543038476794923
0.25,12,2910,89,5,604,0.11979373264577549
0.25,12,2910,89,9,620,0.12296707655692185
0.25,12,2910,89,15,626,0.12415708052360175
0.25,12,2910,89,25,627,0.1243554145180484
0.25,13,2910,139,0,454,0.09004363347877826
0.25,13,2910,139,1,537,0.10650535501785006
0.25,13,2910,139,2,564,0.11186037286790956
0.25,13,2910,139,3,580,0.11503371677905593
0.25,13,2910,139,5,592,0.1174137247124157
0.25,13,2910,139,9,610,0.12098373661245537
0.25,13,2910,139,15,612,0.12138040460134868
0.25,13,2910,139,25,613,0.12157873859579532
0.25,14,2910,70,0,277,0.054938516461721536
0.25,14,2910,70,1,428,0.08488694962316541
0.25,14,2910,70,2,477,0.09460531535105117
0.25,14,2910,70,3,495,0.09817532725109084
0.25,14,2910,70,5,545,0.10809202697342324
0.25,14,2910,70,9,553,0.10967869892899643
0.25,14,2910,70,15,553,0.10967869892899643
0.25,14,2910,70,25,553,0.10967869892899643
0.25,15,2910,98,0,342,0.06783022610075366
0.25,15,2910,98,1,499,0.09896866322887743
0.25,15,2910,98,2,532,0.10551368504561681
0.25,15,2910,98,3,581,0.11523205077350258
0.25,15,2910,98,5,588,0.11662038873462911
0.25,15,2910,98,9,591,0.11721539071796906
0.25,15,2910,98,15,597,0.11840539468464895
0.25,15,2910,98,25,597,0.11840539468464895
0.25,16,2910,130,0,524,0.10392701309004364
0.25,16,2910,130,1,649,0.12871876239587465
0.25,16,2910,130,2,697,0.13823879412931375
0.25,16,2910,130,3,724,0.14359381197937326
0.25,16,2910,130,5,796,0.15787385957953193
0.25,16,2910,130,9,817,0.16203887346291154
0.25,16,2910,130,15,823,0.16322887742959144
0.25,16,2910,130,25,824,0.16342721142403807
0.25,17,2910,142,0,521,0.10333201110670369
0.25,17,2910,142,1,671,0.1330821102737009
0.25,17,2910,142,2,708,0.1404204680682269
0.25,17,2910,142,3,723,0.1433954779849266
0.25,17,2910,142,5,770,0.15271717572391907
0.25,17,2910,142,9,783,0.1552955176517255
0.25,17,2910,142,15,789,0.1564855216184054
0.25,17,2910,142,25,790,0.15668385561285203
0.25,18,2910,96,0,335,0.06644188813962713
0.25,18,2910,96,1,434,0.0860769535898453
0.25,18,2910,96,2,481,0.09539865132883776
0.25,18,2910,96,3,511,0.10134867116223721
0.25,18,2910,96,5,588,0.11662038873462911
0.25,18,2910,96,9,600,0.1190003966679889
0.25,18,2910,96,15,606,0.12019040063466878
0.25,18,2910,96,25,607,0.12038873462911542
0.25,19,2910,62,0,176,0.03490678302261008
0.25,19,2910,62,1,227,0.04502181673938913
0.25,19,2910,62,2,256,0.05077350257834193
0.25,19,2910,62,3,283,0.05612852042840143
0.25,19,2910,62,5,343,0.06802856009520032
0.25,19,2910,62,9,345,0.06842522808409361
0.25,19,2910,62,15,345,0.06842522808409361
0.25,19,2910,62,25,345,0.06842522808409361
0.25,20,2910,159,0,534,0.10591035303451012
0.25,20,2910,159,1,671,0.1330821102737009
0.25,20,2910,159,2,726,0.14399047996826655
0.25,20,2910,159,3,761,0.15093216977389926
0.25,20,2910,159,5,832,0.16501388337961126
0.25,20,2910,159,9,847,0.16798889329631098
0.25,20,2910,159,15,852,0.16898056326854421
0.25,20,2910,159,25,852,0.16898056326854421
0.25,21,2910,126,0,488,0.0967869892899643
0.25,21,2910,126,1,651,0.12911543038476794
0.25,21,2910,126,2,710,0.14081713605712018
0.25,21,2910,126,3,719,0.14260214200714003
0.25,21,2910,126,5,727,0.1441888139627132
0.25,21,2910,126,9,735,0.1457754859182864
0.25,21,2910,126,15,735,0.1457754859182864
0.25,21,2910,126,25,735,0.1457754859182864
0.25,22,2910,109,0,395,0.07834192780642601
0.25,22,2910,109,1,517,0.1025386751289171
0.25,22,2910,109,2,540,0.10710035700119
0.25,22,2910,109,3,578,0.11463704879016264
0.25,22,2910,109,5,648,0.128520428401428
0.25,22,2910,109,9,734,0.14557715192383974
0.25,22,2910,109,15,740,0.14676715589051964
0.25,22,2910,109,25,740,0.14676715589051964
0.25,23,2910,43,0,176,0.03490678302261008
0.25,23,2910,43,1,263,0.052161840539468464
0.25,23,2910,43,2,303,0.06009520031733439
0.25,23,2910,43,3,309,0.06128520428401428
0.25,23,2910,43,5,310,0.061483538278460925
0.25,23,2910,43,9,312,0.06188020626735422
0.25,23,2910,43,15,313,0.062078540261800874
0.25,23,2910,43,25,314,0.06227687425624752
0.25,24,2910,129,0,461,0.0914319714399048
0.25,24,2910,129,1,632,0.12534708449028165
0.25,24,2910,129,2,669,0.1326854422848076
0.25,24,2910,129,3,687,0.13625545418484727
0.25,24,2910,129,5,713,0.14141213804046013
0.25,24,2910,129,9,734,0.14557715192383974
0.25,24,2910,129,15,736,0.14597381991273303
0.25,24,2910,129,25,737,0.1461721539071797
0.25,25,2910,88,0,353,0.0700119000396668
0.25,25,2910,88,1,485,0.09619198730662436
0.25,25,2910,88,2,513,0.1017453391511305
0.25,25,2910,88,3,533,0.10571201904006347
0.25,25,2910,88,5,618,0.12257040856802856
0.25,25,2910,88,9,699,0.13863546211820707
0.25,25,2910,88,15,700,0.1388337961126537
0.25,25,2910,88,25,701,0.13903213010710036
0.3,1,3492,138,0,580,0.11503371677905593
0.3,1,3492,138,1,803,0.15926219754065846
0.3,1,3492,138,2,855,0.16957556525188416
0.3,1,3492,138,3,874,0.1733439111463705
0.3,1,3492,138,5,885,0.17552558508528363
0.3,1,3492,138,9,890,0.17651725505751686
0.3,1,3492,138,15,892,0.17691392304641015
0.3,1,3492,138,25,893,0.1771122570408568
0.3,2,3492,148,0,428,0.08488694962316541
0.3,2,3492,148,1,582,0.11543038476794923
0.3,2,3492,148,2,649,0.12871876239587465
0.3,2,3492,148,3,685,0.13585878619595398
0.3,2,3492,148,5,736,0.14597381991273303
